instances,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,algo_bagging,algo_gradient_boosting,algo_linear_svm,algo_logistic_regression,algo_naive_bayes,algo_random_forest,algo_rbf_svm
29,0.0,1.0,1.0,2,2,0.9999999999999583,0.9999999999999164,0.0,0.0,0.0,0.9945962726114188,1.0,0.3017756938934326,0,460.0,9.992007221626413e-16,0.0002744848692727939,0.00010738519719695905,0.015890169475085474,5.004885395010353e-14,9.992007221626413e-16,0.0008064962194253943
30,0.0,0.9979959919839679,1.0,1,1,0.9999978432603734,0.999995686520747,0.0,0.0,0.0,0.8708999801224843,0.533066132264529,0.13737794756889343,0,458.0,9.992007221626413e-16,0.0002755817738641893,0.02305365895467331,0.16221730239350513,2.2602514078623467e-06,9.992007221626413e-16,0.010224735749885413
31,0.0,0.9979959919839679,1.0,1,1,0.9999999981110406,0.9999999962220811,0.0,0.0,0.0,0.9778780186500093,0.9519038076152304,0.17576904594898224,0,490.0,9.992007221626413e-16,0.00027901696476135033,0.0032110193635667443,0.07046934939021761,1.700309672450418e-09,9.992007221626413e-16,3.224340216423033e-06
32,0.0,0.9979959919839679,1.0,1,1,1.0,1.0,0.0,0.0,0.0,0.9879919405522944,1.0,0.35377034544944763,0,405.0,9.992007221626413e-16,0.0002784559178120758,1.8407262382865854e-10,0.005010117404591325,9.992007221626413e-16,9.992007221626413e-16,0.0031660374908778883
33,0.0,0.9979959919839679,1.0,1,1,0.9999999999983513,0.9999999999967026,0.0,0.0,0.0,0.9776459263175774,0.9939879759519038,0.26091665029525757,0,455.0,9.992007221626413e-16,0.00027593241471343254,4.1360389855918384e-07,0.026479442607420856,2.0216717189237223e-12,9.992007221626413e-16,9.452401894925451e-06
34,0.0,0.9979959919839679,1.0,1,1,0.9999999077810215,0.9999998155620431,0.0,0.0,0.0,0.9883700639713231,0.6833667334669339,0.1351221352815628,0,491.0,9.992007221626413e-16,0.0002773253716404012,0.010311512139502692,0.11773139729735915,1.0042975773715831e-07,9.992007221626413e-16,0.0005766812268139305
35,0.0,1.0,1.0,2,2,0.9999999999999383,0.9999999999998765,0.0,0.0,0.0,0.992695467857807,1.0,0.29496335983276367,0,466.0,9.992007221626413e-16,0.0002749801811450384,0.00012123888360498515,0.016440036796071957,6.807887587001719e-14,9.992007221626413e-16,0.0007101288859125319
36,0.0,0.9979959919839679,1.0,1,1,0.9999999134004427,0.9999998268008854,0.0,0.0,0.0,0.9629607300628626,0.8256513026052105,0.16213643550872803,0,471.0,9.992007221626413e-16,0.00027903858982225875,0.008715402766839239,0.10978273800829438,1.0004189571898868e-07,9.992007221626413e-16,0.003821216498846821
37,0.0,1.0,1.0,2,2,0.9999999999973914,0.9999999999947828,0.0,0.0,0.0,0.9859993699271421,1.0,0.2574499249458313,0,485.0,9.992007221626413e-16,0.0002800327385899383,0.00036422467809168904,0.0271462351812942,2.649391817048401e-12,9.992007221626413e-16,0.0006312060922519988
38,0.0,0.9979959919839679,1.0,1,1,0.9999824134255639,0.9999648268511279,0.0,0.0,0.0,0.9452821203931322,0.19839679358717435,0.09326189011335373,0,494.0,9.992007221626413e-16,0.00027816070563650507,0.04352732512602499,0.21943139747208948,1.6771572944698767e-05,9.992007221626413e-16,0.010414858351399655
39,0.0,1.0,1.0,2,2,0.9999999995447355,0.999999999089471,0.0,0.0,0.0,0.926937311574547,0.9018036072144289,0.23961876332759857,0,405.0,9.992007221626413e-16,0.00027733953493379435,0.0017782485473389498,0.054251793878564734,3.9089700374072263e-10,9.992007221626413e-16,0.0026065517133102485
40,0.0,1.0,1.0,2,2,0.9999999999737526,0.999999999947505,0.0,0.0,0.0,0.9726744158238297,0.9959919839679359,0.22812983393669128,0,489.0,9.992007221626413e-16,0.0002788688518545501,0.0007296888026524855,0.03681034993172729,2.952587063784589e-11,0.002020270731752846,0.0008810455960677896
41,0.0,1.0,1.0,2,2,0.9999999999848275,0.999999999969655,0.0,0.0,0.0,0.9850054679709647,0.9939879759519038,0.2638563811779022,0,440.0,9.992007221626413e-16,0.00027849836608117163,0.000653184200982073,0.03460788529162549,1.6426349169903448e-11,9.992007221626413e-16,0.0013467365628044908
42,0.0,0.9979959919839679,1.0,1,1,0.9999999866997507,0.9999999733995012,0.0,0.0,0.0,0.9450642231369467,0.7655310621242485,0.14699383080005646,0,482.0,9.992007221626413e-16,0.000281741463143996,0.005584806617234865,0.09267926486370233,1.751829266608628e-08,9.992007221626413e-16,8.055026908338052e-06
43,0.0,1.0,1.0,2,2,0.9999999997769993,0.9999999995539983,0.0,0.0,0.0,0.9796471662761651,0.9939879759519038,0.2144048511981964,0,495.0,9.992007221626413e-16,0.00027913058112485304,0.0013209578497898424,0.04897915674917265,1.9673462861169387e-10,9.992007221626413e-16,0.0008167514955927012
44,0.0,1.0,1.0,2,2,0.9999999999943823,0.9999999999887642,0.0,0.0,0.0,0.9900559379824865,1.0,0.24758929014205933,0,487.0,9.992007221626413e-16,0.00027618875932563125,0.000455555563781811,0.02997968702501087,5.390710100544451e-12,9.992007221626413e-16,0.0006684571065838027
45,0.0,1.0,1.0,2,2,0.9999999999989648,0.9999999999979297,0.0,0.0,0.0,0.9837958108591658,1.0,0.27449169754981995,0,475.0,9.992007221626413e-16,0.0002761539281890891,0.00028089255984014487,0.02415346964772123,1.1410872247105077e-12,9.992007221626413e-16,0.0006540293331578164
46,0.0,1.0,1.0,2,2,0.9999999999999998,0.9999999999999997,0.0,0.0,0.0,0.978719091410126,1.0,0.3566521406173706,0,421.0,9.992007221626413e-16,0.00027680394737187696,2.0265712245515252e-05,0.0073893915351137636,9.992007221626413e-16,9.992007221626413e-16,0.001668498780774914
47,0.0,0.9979959919839679,1.0,1,1,0.9999999999505094,0.9999999999010187,0.0,0.0,0.0,0.978063082664397,0.9519038076152304,0.1935628354549408,0,473.0,9.992007221626413e-16,0.00027907732184015666,3.7230856949324795e-06,0.045780241772694,4.0024450421463526e-11,9.992007221626413e-16,2.630597555132132e-06
48,0.0,1.0,1.0,2,2,0.9999999999999882,0.9999999999999764,0.0,0.0,0.0,0.9709020813195834,1.0,0.29225218296051025,0,461.0,9.992007221626413e-16,0.00027706255878289665,6.916062377918233e-05,0.013134251600352803,1.949551631241802e-14,9.992007221626413e-16,0.001631697775122087
49,0.0,0.9979959919839679,1.0,1,1,0.9999999999994382,0.9999999999988765,0.0,0.0,0.0,0.9895205797891787,1.0,0.24873878061771393,0,475.0,9.992007221626413e-16,0.0002762680748785181,1.981552170106935e-07,0.024546691167589414,6.42108588522431e-13,9.992007221626413e-16,1.6676102125441057e-06
50,0.0,0.9979959919839679,1.0,1,1,0.9999999999999902,0.9999999999999805,0.0,0.0,0.0,0.9828228947584736,1.0,0.2690638601779938,0,461.0,9.992007221626413e-16,0.00027712821180911085,2.6374653755475887e-08,0.015357514908230124,1.3455903058456995e-14,9.992007221626413e-16,3.188226959222803e-06
51,0.8,1.0,1.0,2,2,0.5392566041388468,0.07851320827769376,0.0,0.0,1.0,0.3965915830624929,0.0,0.03234613314270973,498,498.0,4.740185717438493,8.12699530243768,0.6864760641528157,0.6745374603308393,0.6296195416872625,0.8621016410340431,0.8133082234014569
52,0.0,0.9979959919839679,1.0,1,1,0.9999999999999853,0.9999999999999708,0.0,0.0,0.0,0.9828954116695929,1.0,0.2717824876308441,0,461.0,9.992007221626413e-16,0.00028536340672679386,3.351004496908828e-08,0.015817892617659764,1.6475709685437478e-14,9.992007221626413e-16,2.3151418406894944e-06
53,0.0,0.9979959919839679,1.0,1,1,0.9999999999800657,0.9999999999601313,0.0,0.0,0.0,0.9898075164948403,0.9959919839679359,0.21256005764007568,0,483.0,9.992007221626413e-16,0.00028443606898419845,1.9154860856769067e-06,0.03999333768917122,2.306070889831261e-11,9.992007221626413e-16,1.6874997486263043e-06
54,0.0,1.0,1.0,2,2,0.9999999999999993,0.9999999999999986,0.0,0.0,0.0,0.9880489747035949,1.0,0.3395932912826538,0,438.0,9.992007221626413e-16,0.0002792270863546025,3.3247167352646744e-05,0.00924340640244053,1.2212453270876732e-15,9.992007221626413e-16,0.0012913747622014947
55,0.0,0.9979959919839679,1.0,1,1,0.9999949362915284,0.9999898725830568,0.0,0.0,0.0,0.927012792986189,0.38276553106212424,0.1100701093673706,0,493.0,9.992007221626413e-16,0.0002774024303261812,0.03230989809667632,0.18746376703930379,5.9442930601223215e-06,9.992007221626413e-16,0.007074080478241903
56,0.0,0.9979959919839679,1.0,1,1,0.9999999923195461,0.999999984639092,0.0,0.0,0.0,0.9338161132579629,0.8857715430861723,0.1902487426996231,0,447.0,9.992007221626413e-16,0.00028121059032306484,0.004179896676008059,0.07812817839182083,7.33489015876483e-09,9.992007221626413e-16,0.003759167198481903
57,0.0,0.9979959919839679,1.0,1,1,0.9999999999912648,0.9999999999825295,0.0,0.0,0.0,0.9196058615746251,0.9198396793587175,0.2650598883628845,0,352.0,9.992007221626413e-16,0.000278862636102185,7.05100868799996e-07,0.03106105935710583,1.1327627724794135e-11,9.992007221626413e-16,0.007277158690249394
58,0.0,1.0,1.0,2,2,0.9999999999992955,0.9999999999985909,0.0,0.0,0.0,0.9883325631015314,1.0,0.2794326841831207,0,472.0,9.992007221626413e-16,0.00028741527526117113,0.00025694229005341436,0.022999499212286483,8.927747430225168e-13,9.992007221626413e-16,0.0006968485903067641
59,0.0,0.9979959919839679,1.0,1,1,0.9999999999977329,0.9999999999954655,0.0,0.0,0.0,0.9905990744698024,1.0,0.23157040774822235,0,477.0,9.992007221626413e-16,0.000274612909830411,6.519443583536202e-07,0.029825299394611475,1.7972290322648945e-12,9.992007221626413e-16,1.349187500609653e-06
60,0.0,0.9979959919839679,1.0,1,1,0.9999999999999427,0.9999999999998853,0.0,0.0,0.0,0.9781610409083572,1.0,0.2621159851551056,0,469.0,9.992007221626413e-16,0.00027309791829659873,8.032084165385223e-08,0.01863792403723708,5.11812814352212e-14,9.992007221626413e-16,2.0363425442008947e-06
61,0.0,0.9979959919839679,1.0,1,1,0.9999999999452869,0.9999999998905738,0.0,0.0,0.0,0.9759166814516329,0.9919839679358717,0.2250896841287613,0,475.0,9.992007221626413e-16,0.000280843338793226,3.4443343768157905e-06,0.042120858389320726,5.43661782276591e-11,9.992007221626413e-16,5.745625887608763e-06
62,0.0,1.0,1.0,2,2,0.999999999997959,0.9999999999959177,0.0,0.0,0.0,0.9967530534810219,1.0,0.25622475147247314,0,485.0,9.992007221626413e-16,0.00027450170008509343,0.0003409391498773332,0.02628996901620238,2.4159341194299723e-12,9.992007221626413e-16,0.0007042335151501703
63,0.0,1.0,1.0,2,2,0.9999998853966399,0.9999997707932797,0.0,0.0,0.0,0.9424363879514834,0.6933867735470942,0.16514018177986145,0,476.0,9.992007221626413e-16,0.00027627590801166296,0.008501226816098606,0.11099281022305299,1.4088416987426133e-07,0.05066476720103593,0.00462144282626486
64,0.0,0.9979959919839679,1.0,1,1,0.9999999999998344,0.9999999999996685,0.0,0.0,0.0,0.9965254819974771,1.0,0.25364580750465393,0,474.0,9.992007221626413e-16,0.00027950089648592707,1.4394247894766543e-07,0.021327446678073497,1.9424462038843838e-13,9.992007221626413e-16,1.8264150595121975e-06
65,0.0,0.9979959919839679,1.0,1,1,0.9999999993464745,0.9999999986929491,0.0,0.0,0.0,0.9626206054687745,0.9839679358717435,0.19123053550720215,0,487.0,9.992007221626413e-16,0.00028004939948668276,0.0007729335449844893,0.06066795432412073,6.800337628822606e-10,9.992007221626413e-16,2.823103792242287e-06
66,0.0,1.0,1.0,2,2,0.9999760389340989,0.9999520778681978,0.0,0.0,0.0,0.9197439636703345,0.3907815631262525,0.1439213901758194,0,485.0,9.992007221626413e-16,0.00032345455265049225,0.04313528362094493,0.21737293719011513,2.764650144804774e-05,0.22176497875235635,0.017223053394864365
67,0.0,1.0,1.0,2,2,0.9999999999999987,0.9999999999999973,0.0,0.0,0.0,0.9961056661388459,1.0,0.322441965341568,0,450.0,9.992007221626413e-16,0.0002760042115536141,4.120097627726556e-05,0.009855855730712619,1.2323475573339245e-15,9.992007221626413e-16,0.0012133234766416763
68,0.0,0.9979959919839679,1.0,1,1,0.9999997011856558,0.9999994023713116,0.0,0.0,0.0,0.8263904442378837,0.2605210420841683,0.11264574527740479,0,458.0,0.02231435513142187,0.0003011510008707257,0.013948910566500721,0.14011876870233722,2.852613584575625e-07,0.05790469621720288,0.004849941952012028
69,0.0,1.0,1.0,2,2,1.0,1.0,0.0,0.0,0.0,0.9047905154399466,1.0,0.4565812945365906,0,305.0,9.992007221626413e-16,0.0002781214055247006,1.0977901090045624e-06,0.001982381334345419,9.992007221626413e-16,9.992007221626413e-16,0.017046690664344603
70,0.0,0.9979959919839679,1.0,1,1,0.999999999999984,0.9999999999999679,0.0,0.0,0.0,0.9858159039126997,1.0,0.2994474172592163,0,445.0,9.992007221626413e-16,0.0002770164407205391,2.5527639206027946e-08,0.014393403534500951,1.625366508051246e-14,9.992007221626413e-16,0.0002647345144973723
71,0.0,0.9979959919839679,1.0,1,1,0.9999999999985099,0.9999999999970197,0.0,0.0,0.0,0.9471567692436746,0.8517034068136272,0.21054556965827942,0,422.0,9.992007221626413e-16,0.00028131828648575154,6.641383071912294e-07,0.030205399496105474,1.3164802581410466e-12,9.992007221626413e-16,7.452012123020321e-06
72,0.0,1.0,1.0,2,2,1.0,1.0,0.0,0.0,0.0,0.9777819370517344,1.0,0.35784175992012024,0,425.0,9.992007221626413e-16,0.0002772586577061625,1.0843711023036414e-05,0.005535114282923295,9.992007221626413e-16,9.992007221626413e-16,0.002522398612690178
73,0.0,0.9979959919839679,1.0,1,1,0.9999994960856806,0.9999989921713611,0.0,0.0,0.0,0.9499942236372388,0.6773547094188377,0.13326549530029297,0,491.0,9.992007221626413e-16,0.0002806828133954635,0.014779484630753643,0.13984392778733382,4.580323986528705e-07,9.992007221626413e-16,0.0032951685716660086
74,0.0,0.9979959919839679,1.0,1,1,1.0,1.0,0.0,0.0,0.0,0.9835279004336352,1.0,0.36710935831069946,0,389.0,9.992007221626413e-16,0.0002808906767267544,8.410885321953577e-11,0.004082060932152322,9.992007221626413e-16,9.992007221626413e-16,0.004363534740012404
75,0.0,1.0,1.0,2,2,0.9999999999999984,0.9999999999999969,0.0,0.0,0.0,0.9948167858032342,1.0,0.3207706809043884,0,452.0,9.992007221626413e-16,0.0002790306482869622,3.844108936793414e-05,0.010102800143575334,1.9650947535865294e-15,9.992007221626413e-16,0.0011761646563369942
76,0.0,1.0,1.0,2,2,0.999999999916831,0.9999999998336621,0.0,0.0,0.0,0.988302352321464,0.9959919839679359,0.2281591147184372,0,490.0,9.992007221626413e-16,0.0002765108139523147,0.0009838699406150508,0.04324600948032435,8.28261459457956e-11,9.992007221626413e-16,0.0006885046380116523
77,0.0,0.9979959919839679,1.0,1,1,0.9999999999999998,0.9999999999999996,0.0,0.0,0.0,0.9817664175366609,1.0,0.32994624972343445,0,434.0,9.992007221626413e-16,0.00027528133896498075,2.3446250526634774e-09,0.00841370188960846,9.992007221626413e-16,9.992007221626413e-16,0.000966920925084656
78,0.0,0.9979959919839679,1.0,1,1,0.9999999999472724,0.9999999998945448,0.0,0.0,0.0,0.9281556630389656,0.7655310621242485,0.18183515965938568,0,440.0,9.992007221626413e-16,0.00028707531253192083,4.596069657301167e-06,0.04751690322272872,6.306111189014682e-11,0.030565082786923055,6.89690151833223e-06
79,0.0,0.9979959919839679,1.0,1,1,0.9999999993575799,0.9999999987151598,0.0,0.0,0.0,0.9613493074636651,0.9779559118236473,0.1863766759634018,0,487.0,9.992007221626413e-16,0.00027962179776404154,0.00027771680853581925,0.06128210109464484,6.204960991437769e-10,9.992007221626413e-16,2.544649214673612e-06
80,0.0,1.0,1.0,2,2,0.9999999999999993,0.9999999999999987,0.0,0.0,0.0,0.9672836390867154,1.0,0.3267475962638855,0,448.0,9.992007221626413e-16,0.00027786789473571857,3.041566680925771e-05,0.008887511674627731,1.1102230246251571e-15,9.992007221626413e-16,0.0014947536310634842
81,0.0,1.0,1.0,2,2,0.9999999999902334,0.9999999999804667,0.0,0.0,0.0,0.9994824721800162,0.9979959919839679,0.23313887417316437,0,482.0,9.992007221626413e-16,0.00028069040480679073,0.0005181217654120206,0.03227998137288343,1.1897838270237607e-11,9.992007221626413e-16,0.001065240582795687
82,0.0,1.0,1.0,2,2,0.9999999997129019,0.9999999994258039,0.0,0.0,0.0,0.9774433825525893,0.9919839679358717,0.2316044121980667,0,464.0,9.992007221626413e-16,0.0002782236254357509,0.0015150993318739448,0.05070018915972746,2.8037276948770747e-10,9.992007221626413e-16,0.0010350658357714264
83,0.0,0.9979959919839679,1.0,1,1,0.9999999999968785,0.9999999999937571,0.0,0.0,0.0,0.990007327935603,0.9939879759519038,0.22424310445785522,0,478.0,9.992007221626413e-16,0.0002790459472481915,7.86919314992821e-07,0.031892803065483366,3.1691982371798694e-12,9.992007221626413e-16,1.494812699506908e-06
84,0.0,0.9979959919839679,1.0,1,1,0.999999984941541,0.9999999698830818,0.0,0.0,0.0,0.97681619214144,0.9198396793587175,0.16480685770511627,0,489.0,9.992007221626413e-16,0.00027536679811851424,0.005707609386646383,0.08974132343971113,1.3945995953749658e-08,9.992007221626413e-16,9.10473494218188e-06
85,0.0,0.9979959919839679,1.0,1,1,0.9999999989953725,0.999999997990745,0.0,0.0,0.0,0.9956591863764004,0.9258517034068137,0.17389534413814545,0,487.0,9.992007221626413e-16,0.00027402651921950216,0.0019562935843725595,0.0659420107049687,1.1533632278602268e-09,9.992007221626413e-16,3.5256583174309897e-06
86,0.0,1.0,1.0,2,2,0.9999909640043021,0.999981928008604,0.0,0.0,0.0,0.9151832320647285,0.5190380761523046,0.13705472648143768,0,476.0,9.992007221626413e-16,0.00028022953405338285,0.03122448156548191,0.18678986868700714,9.801940347780501e-06,9.992007221626413e-16,0.008351256116078874
87,0.0,0.9979959919839679,1.0,1,1,0.9999999999929838,0.9999999999859677,0.0,0.0,0.0,0.9711615314944054,0.9879759519038076,0.2513900101184845,0,446.0,9.992007221626413e-16,0.00027722209906308335,8.758789569646058e-07,0.031444146745162174,7.375144939234432e-12,9.992007221626413e-16,0.0005508257240518495
88,0.0,1.0,1.0,2,2,0.9999999999734059,0.999999999946812,0.0,0.0,0.0,0.9694742866627467,0.9959919839679359,0.2561141848564148,0,451.0,9.992007221626413e-16,0.00027442454858499037,0.0007327514968633574,0.03701109147667347,2.965871992497418e-11,9.992007221626413e-16,0.0010645667030764407
