package,time_elapsed,classifier,sample_size,strategy,dataset,accuracy_history,f1_history
Pyhard,33.030301700000564,5NN,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7425414364640884,0.6658507031285221
Pyhard,33.169212799999514,5NN,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,33.169212799999514,5NN,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.5524861878453039,0.5831065084853945
Pyhard,33.3788112000002,5NN,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,33.3788112000002,5NN,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,33.96606359999896,5NN,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,33.96606359999896,5NN,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7591160220994475,0.6774068953178901
Pyhard,33.08238600000004,5NN,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,33.08238600000004,5NN,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,32.79910220000056,5NN,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,32.79910220000056,5NN,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.312707182320442,0.24795612389994942
Pyhard,32.76177850000022,5NN,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,32.76177850000022,5NN,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.625414364640884,0.6506606262519198
Pyhard,33.03125049999835,5NN,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,33.03125049999835,5NN,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.4154696132596685,0.42462204626702515
Pyhard,33.483147900000404,5NN,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,33.483147900000404,5NN,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7535911602209945,0.6585827022004288
Pyhard,34.04887199999939,5NN,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,34.04887199999939,5NN,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7469613259668508,0.6855887773430988
Pyhard,33.154702499999985,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.49392265193370166,0.5093349081881205
Pyhard,33.154702499999985,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7701657458563536,0.727688078483617
Pyhard,32.91140809999888,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.523756906077348,0.5417852910456316
Pyhard,32.91140809999888,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.4585635359116022,0.4938514837614109
Pyhard,32.802184000000125,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.5348066298342542,0.546576877467646
Pyhard,32.802184000000125,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.4707182320441989,0.4940739492544484
Pyhard,33.19409479999922,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.6662983425414365,0.6317796338668041
Pyhard,33.19409479999922,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7270718232044199,0.7120401817513633
Pyhard,33.39293879999968,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7535911602209945,0.7054235808328749
Pyhard,33.39293879999968,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7370165745856354,0.6495644708882277
Pyhard,33.65491330000077,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7281767955801105,0.6707913276536726
Pyhard,33.65491330000077,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7370165745856354,0.6711990902351904
Pyhard,34.492142299999614,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7104972375690608,0.6557715633540279
Pyhard,34.492142299999614,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.6696132596685083,0.6441672382869517
Pyhard,34.66002330000083,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7469613259668508,0.6996638623601971
Pyhard,34.66002330000083,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.661878453038674,0.6737373863902633
Pyhard,34.28179210000053,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7381215469613259,0.6857828378766115
Pyhard,34.28179210000053,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7303867403314918,0.6900430849812308
Pyhard,34.69354029999886,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.6629834254143646,0.6691537584416688
Pyhard,34.69354029999886,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.6176795580110497,0.629587281885932
Pyhard,34.79974199999924,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.48839779005524864,0.5230177204692014
Pyhard,34.79974199999924,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7171270718232045,0.6919263758737523
Pyhard,35.42692739999984,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.6629834254143646,0.6691537584416688
Pyhard,35.42692739999984,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.6651933701657459,0.6709111214061929
Pyhard,33.911656199999925,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.6928176795580111,0.711547639139811
Pyhard,33.911656199999925,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7381215469613259,0.730806999160427
Pyhard,33.81520079999973,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7414364640883978,0.7123318341044127
Pyhard,33.81520079999973,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.6596685082872928,0.6798322145313915
Pyhard,33.78971989999991,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7602209944751381,0.7101486678305438
Pyhard,33.78971989999991,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.6773480662983425,0.6278811806002185
Pyhard,34.048619099999996,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7469613259668508,0.6941200227336152
Pyhard,34.048619099999996,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.5392265193370166,0.5573400153728078
Pyhard,34.62297120000039,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7370165745856354,0.6512872037705548
Pyhard,34.62297120000039,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7237569060773481,0.6471118406719547
Pyhard,34.77258019999863,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7403314917127072,0.7115043850607184
Pyhard,34.77258019999863,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7016574585635359,0.7195981580695975
Pyhard,33.501272399998925,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.6906077348066298,0.711225344346092
Pyhard,33.501272399998925,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7602209944751381,0.7378527478246192
Pyhard,33.10180770000079,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7513812154696132,0.645666381999756
Pyhard,33.10180770000079,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.585635359116022,0.6094080658404794
Pyhard,33.320785599999,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7447513812154696,0.6463345480192783
Pyhard,33.320785599999,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7060773480662983,0.7023407084284806
Pyhard,33.241137699998944,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.5679558011049723,0.5974935358265966
Pyhard,33.241137699998944,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7524861878453039,0.733743217653052
Pyhard,34.16983489999984,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7668508287292818,0.7078894396867261
Pyhard,34.16983489999984,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7668508287292818,0.7078894396867261
Pyhard,34.14339219999965,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.6729281767955801,0.6770548014809746
Pyhard,34.14339219999965,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.6740331491712708,0.6815448084140721
Pyhard,32.81243279999944,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.661878453038674,0.6172326146790102
Pyhard,32.81243279999944,C4.5,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7513812154696132,0.645666381999756
Pyhard,32.9341758999999,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.523756906077348,0.5546589895236516
Pyhard,32.9341758999999,C4.5,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.41325966850828727,0.42788281629415587
Pyhard,33.10210900000129,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.6552486187845303,0.6245352705961357
Pyhard,33.10210900000129,C4.5,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7524861878453039,0.7532168547350955
Pyhard,33.34964790000049,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7381215469613259,0.6518983930532974
Pyhard,33.34964790000049,C4.5,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.3812154696132597,0.3517932118159214
Pyhard,33.35984029999963,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7679558011049724,0.7220899345066043
Pyhard,33.35984029999963,C4.5,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.6883977900552486,0.7096985482639071
Pyhard,33.95057259999885,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7679558011049724,0.7220899345066043
Pyhard,33.95057259999885,C4.5,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7370165745856354,0.7278767769274622
Pyhard,32.6389221999998,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7624309392265194,0.7646359124914984
Pyhard,32.6389221999998,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7801104972375691,0.7563727861081757
Pyhard,32.49024410000129,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7823204419889502,0.7677533239921381
Pyhard,32.49024410000129,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.456353591160221,0.4853073333607832
Pyhard,32.557921100000385,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7248618784530386,0.641237379594027
Pyhard,32.557921100000385,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7613259668508288,0.7709869628792712
Pyhard,32.79735129999972,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7292817679558011,0.7375755502919009
Pyhard,32.79735129999972,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.5723756906077349,0.5996088875181381
Pyhard,33.06305900000007,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7403314917127072,0.7372480857767282
Pyhard,33.06305900000007,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7624309392265194,0.7447462604202076
Pyhard,33.35375389999899,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7701657458563536,0.7138338208211462
Pyhard,33.35375389999899,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7580110497237569,0.6873701487174934
Pyhard,34.184068999999,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7646408839779005,0.7385124851826939
Pyhard,34.184068999999,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7756906077348066,0.743340795538595
Pyhard,33.96777300000031,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7480662983425415,0.6901046228318164
Pyhard,33.96777300000031,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.5049723756906077,0.5352758732501979
Pyhard,34.15697199999886,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.5679558011049723,0.5695441963110948
Pyhard,34.15697199999886,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.46740331491712706,0.4836232003202492
Pyhard,34.190355000000636,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7801104972375691,0.7289812866556391
Pyhard,34.190355000000636,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7292817679558011,0.7436760185342667
Pyhard,34.55206569999973,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7723756906077348,0.7574213515475511
Pyhard,34.55206569999973,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7723756906077348,0.7520970055859101
Pyhard,35.081014700001106,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7955801104972375,0.7623101181488889
Pyhard,35.081014700001106,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7690607734806629,0.7373797434416155
Pyhard,33.33079589999943,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.8033149171270718,0.7852440041489384
Pyhard,33.33079589999943,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.8011049723756906,0.7850031467358404
Pyhard,33.54439999999886,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.6961325966850829,0.7161568145883267
Pyhard,33.54439999999886,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.5845303867403315,0.6128855185181589
Pyhard,33.43788400000085,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.6762430939226519,0.6351226581975735
Pyhard,33.43788400000085,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.6762430939226519,0.6902851573976538
Pyhard,33.7223668000006,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7038674033149172,0.7221578781705736
Pyhard,33.7223668000006,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.6209944751381216,0.6466868763063531
Pyhard,34.03118979999999,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.6839779005524862,0.705096599678881
Pyhard,34.03118979999999,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7049723756906078,0.7233604894210938
Pyhard,34.011339900000166,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7049723756906078,0.662423607925147
Pyhard,34.011339900000166,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7149171270718232,0.7240833031082622
Pyhard,32.330223599999954,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.6961325966850829,0.7169100337851086
Pyhard,32.330223599999954,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7602209944751381,0.7336019215241528
Pyhard,32.34895470000083,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7425414364640884,0.7534999521182084
Pyhard,32.34895470000083,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.6386740331491713,0.663395603427264
Pyhard,32.820565299998634,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7082872928176795,0.7252973037548052
Pyhard,32.820565299998634,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7093922651933702,0.7154118272126916
Pyhard,33.12528799999927,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7414364640883978,0.7507482790814043
Pyhard,33.12528799999927,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7325966850828729,0.7470525353488655
Pyhard,33.531372599998576,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7668508287292818,0.7001562425676487
Pyhard,33.531372599998576,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7668508287292818,0.7001562425676487
Pyhard,33.85849740000049,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.8,0.7932482735873257
Pyhard,33.85849740000049,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7801104972375691,0.7521822832126863
Pyhard,32.68490980000024,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.6596685082872928,0.6756046273839925
Pyhard,32.68490980000024,NB,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7745856353591161,0.7338604278507611
Pyhard,32.73266919999878,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7348066298342542,0.6921537682889305
Pyhard,32.73266919999878,NB,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.5988950276243094,0.6123847563357843
Pyhard,33.02376770000046,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.6917127071823205,0.6781357542789395
Pyhard,33.02376770000046,NB,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7370165745856354,0.7423076674769965
Pyhard,32.88868480000019,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.6917127071823205,0.7121637452485678
Pyhard,32.88868480000019,NB,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.6198895027624309,0.6448017606831206
Pyhard,33.169281200000114,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7535911602209945,0.7054235808328749
Pyhard,33.169281200000114,NB,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7303867403314918,0.7170516355692156
Pyhard,33.82866800000011,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.4950276243093923,0.5034232427858883
Pyhard,33.82866800000011,NB,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.5591160220994476,0.5883632055705323
Pyhard,32.8070375999996,RF,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7502762430939226,0.6471593348010912
Pyhard,32.8070375999996,RF,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7812154696132597,0.7635034614094245
Pyhard,32.571649600000455,RF,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7558011049723757,0.7101559545048192
Pyhard,32.571649600000455,RF,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7193370165745856,0.7133196883826077
Pyhard,32.59905009999966,RF,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7546961325966851,0.6553662919571756
Pyhard,32.59905009999966,RF,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.6198895027624309,0.6430187320588518
Pyhard,32.84551070000089,RF,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7491712707182321,0.6485933163241341
Pyhard,32.84551070000089,RF,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.6386740331491713,0.660921293407536
Pyhard,33.292615000000296,RF,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7668508287292818,0.7242461969002052
Pyhard,33.292615000000296,RF,0.0021920210434020165,Lowest N2 Sampling,1043_ada_agnostic,0.7690607734806629,0.7208344312284959
Pyhard,33.77526579999903,RF,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7679558011049724,0.698135256296012
Pyhard,33.77526579999903,RF,0.0021920210434020165,Lowest F3 Sampling,1043_ada_agnostic,0.7624309392265194,0.6690173628957548
Pyhard,34.178012899999885,RF,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7524861878453039,0.6462081890575686
Pyhard,34.178012899999885,RF,0.0021920210434020165,Lowest Harmfulness Sampling,1043_ada_agnostic,0.7624309392265194,0.6690173628957548
Pyhard,34.262191700001495,RF,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.7425414364640884,0.647096307058418
Pyhard,34.262191700001495,RF,0.0021920210434020165,Highest Usefulness Sampling,1043_ada_agnostic,0.5558011049723757,0.5748883736266145
Pyhard,34.25653170000078,RF,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7646408839779005,0.6855938297983664
Pyhard,34.25653170000078,RF,0.0021920210434020165,"Lowest H, Highest U Sampling",1043_ada_agnostic,0.7558011049723757,0.7470692841835184
Pyhard,34.538220500000534,RF,0.0021920210434020165,Highest LSC Sampling,1043_ada_agnostic,0.7867403314917127,0.7422059580244006
